class,age,gender,survival
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Male,Dead
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Alive
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Adult,Female,Dead
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Alive
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Male,Dead
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Alive
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Third,Child,Female,Dead
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
Crew,Adult,Male,Alive
